SSO_ACCOUNT	COUNT
FTTB/0890704121	1
FTTB/0890706121	1
FTTB/0890706770	1
FTTB/0890706878	1
FTTB/0890707374	1
FTTB/0890707497	1
FTTB/0890707911	1
FTTB/0890708466	1
FTTB/0890709047	1
FTTB/0890709066	1
FTTB/0890709744	1
FTTB/0890710378	1
FTTB/0890711356	1
FTTB/0890711571	1
FTTB/0890711579	1
FTTB/0890711609	1
FTTB/0890711725	2
FTTB/0890712262	1
FTTB/0890712964	1
FTTB/0890713574	1
FTTB/0890713807	1
FTTB/0890714299	3
FTTB/0890714481	1
FTTB/0890714615	1
FTTB/0890714835	1
FTTB/0890715224	1
FTTB/0890715562	1
FTTB/0890716028	1
FTTB/0890716536	1
FTTB/0890717270	1
FTTB/0890717333	1
FTTB/0890717887	1
FTTB/0890718231	1
FTTB/0890718329	1
FTTB/0890718610	2
FTTB/0890719476	1
FTTB/0890719862	2
FTTB/0890719998	1
FTTB/0890720752	1
FTTB/0890720817	1
FTTB/0890721118	1
FTTB/0890721505	1
FTTB/0890724030	1
FTTB/0890724191	1
FTTB/0890725377	1
FTTB/0890725390	1
FTTB/0890726081	1
FTTB/0890726139	1
FTTB/0890726531	3
FTTB/0890726863	1
FTTB/0890726968	1
FTTB/0890727353	1
FTTB/0890727374	1
FTTB/0890728404	1
FTTB/0890728427	1
FTTB/0890728560	1
FTTB/0890729327	1
FTTB/0890729723	1
FTTB/0890731020	2
FTTB/0890731183	1
FTTB/0890731227	1
FTTB/0890732163	1
FTTB/0890732514	1
FTTB/0890732531	1
FTTB/0890732791	1
FTTB/0890732866	1
FTTB/0890733300	1
FTTB/0890734376	1
FTTB/0890735186	1
FTTB/0890735860	1
FTTB/0890735988	1
FTTB/0890736274	1
FTTB/0890736556	1
FTTB/0890736805	1
FTTB/0890737240	1
FTTB/0890739288	1
FTTB/0890739425	1
FTTB/0890740281	1
FTTB/0890740293	2
FTTB/0890740389	1
FTTB/0890741163	3
FTTB/0890741276	1
FTTB/0890741883	1
FTTB/0890743089	1
FTTB/0890743540	1
FTTB/0890743557	1
FTTB/0890744876	1
FTTB/0890746240	2
FTTB/0890746734	1
FTTB/0890749332	1
FTTB/0890749343	1
FTTB/0890749664	1
FTTB/0890750999	1
FTTB/0890751114	1
FTTB/0890751551	1
FTTB/0890751668	1
FTTB/0890754954	1
FTTB/0890756054	1
FTTB/0890756100	1
FTTB/0890756857	1
FTTB/0890757451	1
FTTB/0890757791	1
FTTB/0890760051	1
FTTB/0890760759	1
FTTB/0890761957	1
FTTB/0890762355	1
FTTB/0890762389	1
FTTB/0890762672	1
FTTB/0890763410	1
FTTB/0890763783	1
FTTB/0890764070	1
FTTB/0890764108	1
FTTB/0890765594	1
FTTB/0890765596	1
FTTB/0890765622	1
FTTB/0890765785	1
FTTB/0890766526	1
FTTB/0890767708	1
FTTB/0890767988	1
FTTB/0890769043	1
FTTB/0890770797	1
FTTB/0890771531	1
FTTB/0890772055	1
FTTB/0890773645	1
FTTB/0890774187	1
FTTB/0890774487	1
FTTB/0890777050	1
FTTB/0890778402	1
FTTB/0890778719	1
FTTB/0890779746	1
FTTB/0890780251	2
FTTB/0890782052	1
FTTB/0890782389	1
FTTB/0890782578	1
FTTB/0890782701	1
FTTB/0890783393	1
FTTB/0890784334	1
FTTB/0890784643	1
FTTB/0890785227	1
FTTB/0890785355	2
FTTB/0890785738	1
FTTB/0890785802	1
FTTB/0890785841	1
FTTB/0890786913	1
FTTB/0890787194	1
FTTB/0890787291	1
FTTB/0890787750	1
FTTB/0890787874	1
FTTB/0890788351	1
FTTB/0890789652	3
FTTB/0890789688	1
FTTB/0890789764	1
FTTB/0890790241	1
FTTB/0890790988	1
FTTB/0890792400	2
FTTB/0890793457	1
FTTB/0890794294	2
FTTB/0890794397	1
FTTB/0890795118	1
FTTB/0890795179	2
FTTB/0890795657	1
FTTB/0890796486	1
FTTB/0890797619	2
FTTB/0890797696	1
FTTB/0890798633	1
FTTB/0890798662	2
FTTB/0890799785	1
FTTB/0890801289	4
FTTB/0890801607	1
FTTB/0890801686	1
FTTB/0890801962	1
FTTB/0890802312	1
FTTB/0890802354	1
FTTB/0890802415	1
FTTB/0890802764	1
FTTB/0890804072	1
FTTB/0890804121	1
FTTB/0890804328	3
FTTB/0890805991	2
FTTB/0890806070	1
FTTB/0890806206	1
FTTB/0890806413	1
FTTB/0890806581	1
FTTB/0890806619	1
FTTB/0890806787	1
FTTB/0890807183	1
FTTB/0890807982	1
FTTB/0890808408	1
FTTB/0890808861	1
FTTB/0890810072	1
FTTB/0890810162	2
FTTB/0890810244	1
FTTB/0890810745	1
FTTB/0890810814	1
FTTB/0890811089	3
FTTB/0890812434	1
FTTB/0890812547	1
FTTB/0890814423	3
FTTB/0890814583	1
FTTB/0890814743	1
FTTB/0890814817	1
FTTB/0890815442	1
FTTB/0890815537	1
FTTB/0890817557	1
FTTB/0890818605	1
FTTB/0890819068	1
FTTB/0890819092	1
FTTB/0890819894	1
FTTB/0890820165	1
FTTB/0890820313	1
FTTB/0890820326	1
FTTB/0890820535	1
FTTB/0890820817	2
FTTB/0890820846	1
FTTB/0890821208	3
FTTB/0890821431	1
FTTB/0890821435	1
FTTB/0890821465	1
FTTB/0890821491	1
FTTB/0890821912	1
FTTB/0890822271	2
FTTB/0890822476	1
FTTB/0890823063	1
FTTB/0890823287	1
FTTB/0890823767	1
FTTB/0890824402	1
FTTB/0890824951	1
FTTB/0890825179	1
FTTB/0890827760	1
FTTB/0890828384	2
FTTB/0890828386	2
FTTB/0890828606	1
FTTB/0890828873	1
FTTB/0890829702	1
FTTB/0890830140	1
FTTB/0890830379	1
FTTB/0890830801	1
FTTB/0890832511	1
FTTB/0890832803	2
FTTB/0890832956	1
FTTB/0890833160	1
FTTB/0890833488	1
FTTB/0890834108	1
FTTB/0890834837	1
FTTB/0890834901	1
FTTB/0890835068	1
FTTB/0890835475	1
FTTB/0890835537	1
FTTB/0890835946	1
FTTB/0890837665	1
FTTB/0890837725	1
FTTB/0890839005	1
FTTB/0890839141	1
FTTB/0890839198	1
FTTB/0890839294	1
FTTB/0890841321	1
FTTB/0890841396	1
FTTB/0890842508	1
FTTB/0890843391	1
FTTB/0890843555	1
FTTB/0890843706	1
FTTB/0890844376	1
FTTB/0890844480	1
FTTB/0890844570	1
FTTB/0890845428	1
FTTB/0890846066	1
FTTB/0890846271	1
FTTB/0890846540	1
FTTB/0890846981	1
FTTB/0890848758	1
FTTB/0890849484	1
FTTB/0890850781	2
FTTB/0890851050	1
FTTB/0890851454	1
FTTB/0890852209	2
FTTB/0890852636	1
FTTB/0890852871	1
FTTB/0890853739	1
FTTB/0890854007	1
FTTB/0890855366	1
FTTB/0890855533	1
FTTB/0890856172	1
FTTB/0890857462	1
FTTB/0890857501	1
FTTB/0890857654	1
FTTB/0890857849	1
FTTB/0890857964	1
FTTB/0890858144	1
FTTB/0890858240	4
FTTB/0890859198	2
FTTB/0890859207	1
FTTB/0890860293	1
FTTB/0890861218	1
FTTB/0890861764	1
FTTB/0890862507	2
FTTB/0890863264	1
FTTB/0890863904	1
FTTB/0890864982	1
FTTB/0890865031	1
FTTB/0890867110	1
FTTB/0890867925	1
FTTB/0890868937	1
FTTB/0890869696	2
FTTB/0890870006	1
FTTB/0890870447	1
FTTB/0890871687	1
FTTB/0890873125	1
FTTB/0890873367	1
FTTB/0890873409	1
FTTB/0890873438	1
FTTB/0890874232	1
FTTB/0890875167	1
FTTB/0890875344	1
FTTB/0890876899	1
FTTB/0890877092	1
FTTB/0890878178	1
FTTB/0890878855	2
FTTB/0890879015	1
FTTB/0890879250	1
FTTB/0890879258	1
FTTB/0890879871	1
FTTB/0890880650	1
FTTB/0890881082	1
FTTB/0890881105	1
FTTB/0890883303	1
FTTB/0890883481	1
FTTB/0890885752	1
FTTB/0890886422	2
FTTB/0890886755	1
FTTB/0890887816	1
FTTB/0890889296	1
FTTB/0890889539	1
FTTB/0890890020	1
FTTB/0890890360	2
FTTB/0890891759	1
FTTB/0890892175	1
FTTB/0890892737	1
FTTB/0890893322	1
FTTB/0890893473	1
FTTB/0890893757	1
FTTB/0890894004	2
FTTB/0890894220	1
FTTB/0890894332	1
FTTB/0890894430	2
FTTB/0890894606	1
FTTB/0890895363	1
FTTB/0890895803	1
FTTB/0890896490	1
FTTB/0890896643	1
FTTB/0890897185	2
FTTB/0890897225	1
FTTB/0890897243	2
FTTB/0890897244	1
FTTB/0890897854	1
FTTB/0890898742	1
FTTB/0890899771	1
FTTB/0890901103	1
FTTB/0890901683	1
FTTB/0890901792	1
FTTB/0890901938	1
FTTB/0890902673	1
FTTB/0890903651	1
FTTB/0890904053	1
FTTB/0890904292	1
FTTB/0890904690	1
FTTB/0890905079	1
FTTB/0890905513	1
FTTB/0890906209	1
FTTB/0890906370	1
FTTB/0890906562	1
FTTB/0890906740	1
FTTB/0890906897	1
FTTB/0890907520	1
FTTB/0890907927	1
FTTB/0890908493	1
FTTB/0890908545	1
FTTB/0890908683	1
FTTB/0890909229	1
FTTB/0890909405	1
FTTB/0890909956	1
FTTB/0890910752	1
FTTB/0890911296	1
FTTB/0890911875	4
FTTB/0890912419	1
FTTB/0890913445	1
FTTB/0890914363	1
FTTB/0890915374	1
FTTB/0890915460	2
FTTB/0890916895	1
FTTB/0890918101	1
FTTB/0890918108	1
FTTB/0890918436	1
FTTB/0890918606	1
FTTB/0890919219	1
FTTB/0890921910	1
FTTB/0890922268	1
FTTB/0890922916	1
FTTB/0890923537	3
FTTB/0890924644	1
FTTB/0890925036	1
FTTB/0890925331	1
FTTB/0890925388	1
FTTB/0890925944	1
FTTB/0890925996	1
FTTB/0890928237	1
FTTB/0890928652	1
FTTB/0890928748	1
FTTB/0890929023	1
FTTB/0890929374	2
FTTB/0890929605	1
FTTB/0890932289	1
FTTB/0890932645	3
FTTB/0890933226	1
FTTB/0890933990	1
FTTB/0890934606	1
FTTB/0890935910	2
FTTB/0890936116	1
FTTB/0890937485	2
FTTB/0890939160	1
FTTB/0890939318	4
FTTB/0890940600	1
FTTB/0890941045	2
FTTB/0890941052	1
FTTB/0890941341	1
FTTB/0890941626	1
FTTB/0890942129	1
FTTB/0890942769	1
FTTB/0890942945	1
FTTB/0890943375	1
FTTB/0890944060	1
FTTB/0890945244	1
FTTB/0890945289	1
FTTB/0890945573	2
FTTB/0890945843	4
FTTB/0890946860	1
FTTB/0890947916	1
FTTB/0890948228	1
FTTB/0890949928	1
FTTB/0890949974	1
FTTB/0890950987	1
FTTB/0890951965	1
FTTB/0890952114	1
FTTB/0890952740	1
FTTB/0890952912	1
FTTB/0890953419	1
FTTB/0890953994	1
FTTB/0890954267	1
FTTB/0890954392	2
FTTB/0890954466	1
FTTB/0890954497	1
FTTB/0890954525	1
FTTB/0890954878	1
FTTB/0890955663	1
FTTB/0890956642	1
FTTB/0890956781	1
FTTB/0890957236	1
FTTB/0890957292	1
FTTB/0890957317	1
FTTB/0890957663	1
FTTB/0890958774	1
FTTB/0890959353	1
FTTB/0890959920	1
FTTB/0890960940	1
FTTB/0890960950	1
FTTB/0890961574	1
FTTB/0890961850	1
FTTB/0890962217	2
FTTB/0890962241	1
FTTB/0890964061	1
FTTB/0890964255	1
FTTB/0890965016	1
FTTB/0890965602	1
FTTB/0890965720	3
FTTB/0890967592	1
FTTB/0890967677	1
FTTB/0890968115	1
FTTB/0890968437	1
FTTB/0890968672	1
FTTB/0890968734	1
FTTB/0890970906	1
FTTB/0890972672	1
FTTB/0890972978	1
FTTB/0890973087	1
FTTB/0890973346	1
FTTB/0890973445	1
FTTB/0890973476	1
FTTB/0890973531	1
FTTB/0890973550	1
FTTB/0890973820	2
FTTB/0890974790	1
FTTB/0890974817	1
FTTB/0890975086	1
FTTB/0890975105	1
FTTB/0890975653	3
FTTB/0890976138	1
FTTB/0890977083	3
FTTB/0890977224	1
FTTB/0890977632	2
FTTB/0890977662	1
FTTB/0890978477	1
FTTB/0890978666	1
FTTB/0890978964	1
FTTB/0890979447	1
FTTB/0890979744	1
FTTB/0890979960	1
FTTB/0890980263	3
FTTB/0890980512	2
FTTB/0890980824	1
FTTB/0890981936	2
FTTB/0890982026	1
FTTB/0890982809	1
FTTB/0890983502	1
FTTB/0890984731	2
FTTB/0890987216	1
FTTB/0890987270	1
FTTB/0890987619	1
FTTB/0890987677	1
FTTB/0890987773	1
FTTB/0890987821	1
FTTB/0890988542	1
FTTB/0890988553	1
FTTB/0890988774	1
FTTB/0890988896	1
FTTB/0890989189	1
FTTB/0890989586	1
FTTB/0890992726	1
FTTB/0890993021	1
FTTB/0890994123	1
FTTB/0890995373	1
FTTB/0890995530	1
FTTB/0890995940	1
FTTB/0890997554	1
FTTB/0891000014	1
FTTB/0891000661	1
FTTB/0891002156	1
FTTB/0891002496	1
FTTB/0891003224	1
FTTB/0891003338	1
FTTB/0891003579	1
FTTB/0891004828	1
FTTB/0891004951	1
FTTB/0891005016	2
FTTB/0891005833	1
FTTB/0891006094	1
FTTB/0891006219	2
FTTB/0891006576	1
FTTB/0891007097	1
FTTB/0891007124	1
FTTB/0891007626	1
FTTB/0891008245	1
FTTB/0891008749	3
FTTB/0891008972	1
FTTB/0891009330	1
FTTB/0891009699	1
FTTB/0891009802	1
FTTB/0891009996	2
FTTB/0891010080	4
FTTB/0891012011	2
FTTB/0891012681	1
FTTB/0891013089	1
FTTB/0891013091	1
FTTB/0891013414	1
FTTB/0891013608	1
FTTB/0891015350	1
FTTB/0891015801	2
FTTB/0891015816	1
FTTB/0891016236	3
FTTB/0891016564	1
FTTB/0891018299	1
FTTB/0891018619	2
FTTB/0891019675	1
FTTB/0891019835	1
FTTB/0891020062	1
FTTB/0891020299	2
FTTB/0891021018	1
FTTB/0891023362	1
FTTB/0891023487	1
FTTB/0891023867	1
FTTB/0891024041	4
FTTB/0891024505	1
FTTB/0891025804	2
FTTB/0891026260	1
FTTB/0891026425	4
FTTB/0891026670	1
FTTB/0891028167	1
FTTB/0891028875	1
FTTB/0891029612	2
FTTB/0891029807	1
FTTB/0891030170	1
FTTB/0891030435	1
FTTB/0891030466	1
FTTB/0891031427	1
FTTB/0891032217	1
FTTB/0891032233	1
FTTB/0891032762	1
FTTB/0891033439	1
FTTB/0891033678	1
FTTB/0891034910	2
FTTB/0891036273	1
FTTB/0891036405	1
FTTB/0891036634	1
FTTB/0891036914	2
FTTB/0891037053	1
FTTB/0891037884	1
FTTB/0891038081	1
FTTB/0891038208	1
FTTB/0891038275	2
FTTB/0891038870	1
FTTB/0891038903	1
FTTB/0891039221	1
FTTB/0891039611	1
FTTB/0891039744	1
FTTB/0891039810	1
FTTB/0891040180	1
FTTB/0891040395	3
FTTB/0891042662	1
FTTB/0891043105	1
FTTB/0891043458	1
FTTB/0891044629	1
FTTB/0891044698	3
FTTB/0891045147	1
FTTB/0891045440	1
FTTB/0891045460	1
FTTB/0891045967	1
FTTB/0891047080	1
FTTB/0891047146	1
FTTB/0891047683	1
FTTB/0891047764	1
FTTB/0891049746	1
FTTB/0891049895	1
FTTB/0891050507	1
FTTB/0891051833	1
FTTB/0891052570	1
FTTB/0891053285	1
FTTB/0891053294	1
FTTB/0891053483	1
FTTB/0891053853	1
FTTB/0891054167	4
FTTB/0891054236	2
FTTB/0891054746	1
FTTB/0891054893	2
FTTB/0891055098	1
FTTB/0891055581	1
FTTB/0891056612	1
FTTB/0891057598	1
FTTB/0891057656	1
FTTB/0891058761	1
FTTB/0891059200	1
FTTB/0891059431	1
FTTB/0891060530	1
FTTB/0891060600	1
FTTB/0891061067	1
FTTB/0891061226	1
FTTB/0891061483	1
FTTB/0891062094	1
FTTB/0891062249	1
FTTB/0891063178	1
FTTB/0891063815	1
FTTB/0891064054	1
FTTB/0891064982	1
FTTB/0891065653	1
FTTB/0891066500	1
FTTB/0891066636	2
FTTB/0891066860	1
FTTB/0891067143	1
FTTB/0891067248	1
FTTB/0891068090	1
FTTB/0891068271	1
FTTB/0891068488	1
FTTB/0891068491	1
FTTB/0891069508	1
FTTB/0891069906	2
FTTB/0891070633	1
FTTB/0891070649	1
FTTB/0891071453	1
FTTB/0891071581	1
FTTB/0891072757	2
FTTB/0891074356	1
FTTB/0891075420	1
FTTB/0891075579	2
FTTB/0891075628	1
FTTB/0891075698	1
FTTB/0891075752	1
FTTB/0891076348	1
FTTB/0891076844	2
FTTB/0891077178	1
FTTB/0891077906	1
FTTB/0891077982	1
FTTB/0891078035	1
FTTB/0891078223	1
FTTB/0891079138	1
FTTB/0891080547	1
FTTB/0891080666	2
FTTB/0891080719	2
FTTB/0891081121	1
FTTB/0891081440	1
FTTB/0891081454	1
FTTB/0891082020	1
FTTB/0891082286	1
FTTB/0891082544	1
FTTB/0891082892	2
FTTB/0891087075	2
FTTB/0891087390	1
FTTB/0891087393	1
FTTB/0891087481	1
FTTB/0891088001	1
FTTB/0891088261	1
FTTB/0891088395	1
FTTB/0891088688	1
FTTB/0891089917	1
FTTB/0891090019	1
FTTB/0891090141	1
FTTB/0891091225	2
FTTB/0891092999	1
FTTB/0891093308	1
FTTB/0891093432	1
FTTB/0891094542	1
FTTB/0891094620	1
FTTB/0891094774	1
FTTB/0891095205	1
FTTB/0891096900	1
FTTB/0891097779	1
FTTB/0891098248	1
FTTB/0891098329	1
FTTB/0891098415	1
FTTB/0891099139	1
FTTB/0891099423	1
FTTB/0891099900	1
FTTB/0891100385	1
FTTB/0891101040	1
FTTB/0891104341	1
FTTB/0891104350	3
FTTB/0891104486	1
FTTB/0891104644	1
FTTB/0891106210	1
FTTB/0891107303	1
FTTB/0891107780	1
FTTB/0891108501	1
FTTB/0891108524	1
FTTB/0891108985	1
FTTB/0891109475	1
FTTB/0891110885	1
FTTB/0891111297	1
FTTB/0891113837	1
FTTB/0891114522	1
FTTB/0891115185	1
FTTB/0891116061	1
FTTB/0891116423	1
FTTB/0891117570	1
FTTB/0891119573	1
FTTB/0891120522	1
FTTB/0891120788	1
FTTB/0891120813	1
FTTB/0891121086	1
FTTB/0891121252	1
FTTB/0891121568	3
FTTB/0891122403	1
FTTB/0891123254	2
FTTB/0891123976	2
FTTB/0891124351	1
FTTB/0891124559	1
FTTB/0891124570	1
FTTB/0891124623	2
FTTB/0891124644	1
FTTB/0891124987	1
FTTB/0891125089	1
FTTB/0891125473	1
FTTB/0891125623	1
FTTB/0891125674	1
FTTB/0891126152	1
FTTB/0891126216	1
FTTB/0891127320	1
FTTB/0891127728	1
FTTB/0891128246	1
FTTB/0891128758	1
FTTB/0891128967	2
FTTB/0891129211	1
FTTB/0891130223	1
FTTB/0891130685	1
FTTB/0891131423	1
FTTB/0891132140	1
FTTB/0891132231	1
FTTB/0891132934	1
FTTB/0891133137	1
FTTB/0891133451	2
FTTB/0891133785	1
FTTB/0891133889	1
FTTB/0891135323	1
FTTB/0891136263	1
FTTB/0891136277	1
FTTB/0891136561	1
FTTB/0891136951	2
FTTB/0891137210	1
FTTB/0891137262	2
FTTB/0891137657	3
FTTB/0891138269	1
FTTB/0891138502	2
FTTB/0891138751	1
FTTB/0891139116	1
FTTB/0891140909	1
FTTB/0891140925	1
FTTB/0891141066	1
FTTB/0891141403	1
FTTB/0891141588	1
FTTB/0891141761	1
FTTB/0891142103	1
FTTB/0891142391	2
FTTB/0891142706	3
FTTB/0891142933	1
FTTB/0891143411	3
FTTB/0891143519	1
FTTB/0891143658	1
FTTB/0891144396	1
FTTB/0891144651	1
FTTB/0891144858	1
FTTB/0891145013	1
FTTB/0891145495	1
FTTB/0891145635	1
FTTB/0891146048	1
FTTB/0891146511	1
FTTB/0891146793	1
FTTB/0891147950	1
FTTB/0891147960	1
FTTB/0891148352	1
FTTB/0891150728	1
FTTB/0891151660	1
FTTB/0891152478	1
FTTB/0891152919	1
FTTB/0891153094	1
FTTB/0891155194	1
FTTB/0891155767	1
FTTB/0891156808	1
FTTB/0891158029	1
FTTB/0891158233	1
FTTB/0891158379	1
